,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd_pledged,name,duration,avg_pledge,deadline_year,launched_year,deadline_month,launched_month,pred_usd_pledged
8785,Art,USD,2014-03-27 18:20:54,50.0,2014-02-25 19:20:54,0.0,failed,0,US,0.0,The Goofies,29,,2014,2014,3,2,1845.9482421875
8805,Fashion,USD,2016-11-26 22:16:12,675.0,2016-10-27 22:16:12,45.0,failed,1,US,0.0,Urban Reign Crewneck Sweater,30,0.0,2016,2016,11,10,9196.5888671875
8858,Publishing,USD,2015-04-20 12:50:19,1000.0,2015-03-21 11:50:19,1205.0,successful,35,US,1205.0,POEMS TO GET DEVI (FLIGHT-FREE!) ACROSS THE TASMAN SEA,30,34.42857142857143,2015,2015,4,3,3618.678955078125
8978,Games,USD,2015-03-19 19:29:36,2500.0,2015-02-17 20:29:36,929.0,failed,59,US,929.0,Narrative Encounters for Fate Accelerated Edition,29,15.745762711864407,2015,2015,3,2,25397.732421875
8992,Games,USD,2012-05-24 00:34:32,5000.0,2012-04-24 00:34:32,16478.12,successful,116,US,16478.12,Modest Magic's Modular Terrain,30,142.05275862068964,2012,2012,5,4,8451.99609375
9014,Film & Video,USD,2011-09-23 17:39:43,2500.0,2011-08-24 17:39:43,340.0,failed,8,US,340.0,Children of the Air - DVD Funds,30,42.5,2011,2011,9,8,3811.004638671875
9052,Fashion,USD,2016-09-30 07:59:00,1500.0,2016-09-03 18:26:06,1763.0,successful,35,US,497.0,Anilo Carbon Fiber Rings,26,14.2,2016,2016,9,9,20943.318359375
9055,Film & Video,USD,2011-07-06 06:15:00,4000.0,2011-06-07 15:19:17,4400.0,successful,30,US,4400.0,The Last Holdouts,28,146.66666666666666,2011,2011,7,6,6890.533203125
9076,Music,USD,2012-08-16 18:46:00,5000.0,2012-07-17 18:46:00,1180.0,failed,17,US,1180.0,Elissa Case's First Album!,30,69.41176470588235,2012,2012,8,7,3766.434814453125
9205,Publishing,EUR,2016-07-31 00:00:00,5000.0,2016-06-18 12:34:21,6363.0,successful,243,Other,3912.16217562,Libro/Cuaderno Mundo Chiquito,42,16.099432821481482,2016,2016,7,6,4550.650390625
9241,Fashion,GBP,2014-05-18 16:21:41,300.0,2014-04-18 16:21:41,20.0,failed,1,GB,33.664933,"""SparklesbyGem - unique, handmade Steampunk jewellery""",30,33.664933,2014,2014,5,4,2828.02685546875
9244,Food,USD,2013-11-17 06:59:59,2000.0,2013-10-18 06:59:59,10.0,failed,1,US,10.0,Lovee's Cakes - Vanilla Chocolate Covered Cheesecake Bites,30,10.0,2013,2013,11,10,4222.26318359375
9254,Theater,GBP,2015-07-29 19:00:00,2500.0,2015-06-29 15:44:57,2549.0,successful,64,GB,4014.15426479,Misfits of London: The Gin Chronicles,30,62.72116038734375,2015,2015,7,6,811.9705810546875
9269,Film & Video,USD,2011-05-22 01:03:36,2000.0,2011-04-22 01:03:36,90.0,failed,5,US,90.0,Transmitted Disease (a short film),30,18.0,2011,2011,5,4,4511.56689453125
9343,Fashion,USD,2012-01-23 18:00:58,5000.0,2011-11-24 18:00:58,226.0,failed,9,US,226.0,Kommienezuspadt Unified Apparel Company,60,25.11111111111111,2012,2011,1,11,7461.77978515625
9377,Music,USD,2012-11-21 17:59:53,6500.0,2012-10-22 17:59:53,7282.59,successful,192,US,7282.59,North Hero,30,37.93015625,2012,2012,11,10,3969.68212890625
9380,Other,USD,2012-02-07 04:32:23,700.0,2011-12-09 04:32:23,950.0,successful,22,US,950.0,411 Press Fundraiser,60,43.18181818181818,2012,2011,2,12,596.20947265625
9417,Technology,Other,2014-09-08 02:15:32,85000.0,2014-07-25 02:15:32,11.0,failed,2,Other,10.3747941,"""SolAir - free driving on air, solar compressed air cars -""",45,5.18739705,2014,2014,9,7,10606.9287109375
9511,Design,USD,2016-10-05 18:00:00,100000.0,2016-08-31 11:03:37,919925.81,successful,5645,US,77581.0,The Lomo'Instant Automat Camera,35,13.743312666076173,2016,2016,10,8,64870.53125
9556,Photography,USD,2015-11-23 04:00:00,12000.0,2015-10-14 04:39:49,13229.0,successful,162,US,13229.0,Gowanus Wild: a photo book,39,81.6604938271605,2015,2015,11,10,8688.8642578125
9686,Technology,USD,2016-05-13 03:24:54,125000.0,2016-03-29 03:24:54,1771.0,failed,12,US,1771.0,Agent Cayley - Math in Virtual Reality!,45,147.58333333333334,2016,2016,5,3,66315.890625
9854,Art,USD,2016-08-09 06:30:00,2000.0,2016-07-15 17:30:01,5060.0,successful,51,US,1985.0,Walking On Eggshells,24,38.92156862745098,2016,2016,8,7,1800.7298583984375
9863,Publishing,Other,2015-07-29 21:44:53,6000.0,2015-06-19 21:44:53,5.0,failed,1,Other,5.42226425,Dark Space the return,40,5.42226425,2015,2015,7,6,51822.25
9904,Film & Video,GBP,2013-05-01 19:03:17,40000.0,2013-04-01 19:03:17,0.0,failed,0,GB,0.0,Yelena - A feature film about sex trafficking in London,30,,2013,2013,5,4,15142.203125
9941,Film & Video,USD,2011-07-29 09:28:08,1500.0,2011-06-29 09:28:08,360.0,failed,12,US,360.0,127 Minutes,30,30.0,2011,2011,7,6,4720.283203125
10053,Film & Video,USD,2010-12-03 03:43:37,7000.0,2010-11-03 02:43:37,115.0,failed,3,US,115.0,"""In the heart of Rio de Janeiro: A look into the """"favelas""""""",30,38.333333333333336,2010,2010,12,11,4386.4169921875
10120,Other,USD,2012-07-27 05:13:00,415.0,2012-07-05 20:10:28,1026.0,successful,41,US,1026.0,Alien Dice Acrylic Charms,21,25.024390243902438,2012,2012,7,7,8412.830078125
10191,Music,USD,2012-09-09 00:37:46,30000.0,2012-07-31 00:37:46,20.0,failed,2,US,20.0,"""JAZZ GARCELLE: Debut EP project,Demo,& CD Release Party!""",40,10.0,2012,2012,9,7,6652.24365234375
10289,Photography,USD,2013-11-14 00:09:22,5000.0,2013-10-15 00:09:22,461.0,failed,9,US,461.0,Ms. Bombshell Studio/Magazine,30,51.22222222222222,2013,2013,11,10,3022.077880859375
10389,Food,USD,2016-05-28 02:33:10,34500.0,2016-04-28 02:33:10,521.0,failed,19,US,521.0,Vet Vittles - A Veterinary Approach to Pet Nutrition,30,27.42105263157895,2016,2016,5,4,61227.3828125
10391,Technology,GBP,2015-03-21 16:53:31,650.0,2015-02-19 17:53:31,0.0,failed,0,GB,0.0,Cervidae - Wordpress Website Template Pack,29,,2015,2015,3,2,7136.0068359375
10515,Art,USD,2016-02-15 18:10:00,3400.0,2016-02-05 02:45:37,122.0,failed,5,US,122.0,Rejuvination: Historic General Store to Community Art Space,10,24.4,2016,2016,2,2,7840.3154296875
10579,Food,USD,2015-04-29 18:06:17,60000.0,2015-03-30 18:06:17,50.0,failed,1,US,50.0,Pizza Perfect,30,50.0,2015,2015,4,3,2138.431884765625
10628,Music,USD,2011-10-29 02:50:29,500.0,2011-09-29 02:50:29,585.0,successful,16,US,585.0,In Search of a Word is In Search of an EP!,30,36.5625,2011,2011,10,9,2097.83349609375
10665,Film & Video,USD,2013-05-10 06:23:42,10000.0,2013-04-10 06:23:42,160.0,failed,4,US,160.0,Worship Production: A Documentary,30,40.0,2013,2013,5,4,1625.84619140625
10726,Film & Video,USD,2012-02-04 10:00:00,10000.0,2011-12-24 20:45:25,48130.24,successful,818,US,48130.24,MANOS: The Restoration,41,58.83892420537897,2012,2011,2,12,3919.25927734375
10744,Publishing,USD,2016-11-10 16:21:00,1500.0,2016-10-11 16:21:00,112.0,failed,5,US,64.0,Letters to My Lover: Journal of an Adulteress Woman,30,12.8,2016,2016,11,10,2763.58447265625
10852,Film & Video,USD,2014-09-16 05:59:00,2000000.0,2014-08-14 00:33:53,1311.0,failed,9,US,1311.0,The Man of the Orchestra by The Corréa Sisters,33,145.66666666666666,2014,2014,9,8,4346.7060546875
11036,Games,USD,2016-03-30 16:02:31,7000.0,2016-02-29 16:02:31,4713.0,failed,103,US,4713.0,Master of Spies,30,45.75728155339806,2016,2016,3,2,4320.74462890625
11077,Music,USD,2014-11-01 06:00:00,35000.0,2014-09-21 23:02:06,35422.0,successful,183,US,35422.0,Greg Adams and East Bay Soul III,40,193.56284153005464,2014,2014,11,9,7028.8642578125
11280,Music,USD,2013-11-14 18:07:02,5500.0,2013-10-15 18:07:02,0.0,failed,0,US,0.0,MIAMI JAZZ PROJECT: TEST OF TIME RECORDING,30,,2013,2013,11,10,3028.132080078125
11311,Games,USD,2015-11-16 04:00:00,6242.0,2015-10-16 16:16:22,6556.0,successful,114,US,6556.0,Cromlech: a dice and card game of magical battle,30,57.50877192982456,2015,2015,11,10,2148.63623046875
11378,Food,USD,2014-10-04 17:31:00,50.0,2014-08-05 18:16:38,0.0,failed,0,US,0.0,Dad's Favorite Dish,59,,2014,2014,10,8,1295.9852294921875
11552,Music,USD,2012-11-24 22:14:47,15000.0,2012-10-25 22:14:47,50.0,failed,2,US,50.0,Educational Rap Album,30,25.0,2012,2012,11,10,3939.913818359375
11833,Film & Video,USD,2015-11-14 09:21:15,30000.0,2015-10-15 09:21:15,791.0,failed,12,US,791.0,A Volunteer Life Project,30,65.91666666666667,2015,2015,11,10,6365.85400390625
11865,Publishing,USD,2015-08-26 20:10:07,25000.0,2015-07-27 20:10:07,843.0,failed,10,US,843.0,My Mother Wore Combat Boots,30,84.3,2015,2015,8,7,-529.5662841796875
11977,Comics,USD,2016-11-23 02:00:00,10000.0,2016-10-25 01:53:25,12178.0,successful,224,US,1263.0,The Ultimate Catholic Comic Book,29,5.638392857142857,2016,2016,11,10,3144.47265625
11979,Film & Video,USD,2012-03-01 17:47:00,5000.0,2012-01-23 14:31:40,0.0,failed,0,US,0.0,Bad Spanish Whine,38,,2012,2012,3,1,4907.9755859375
12223,Film & Video,USD,2013-08-08 19:38:11,3800.0,2013-07-09 19:38:11,3801.0,successful,50,US,3801.0,A Vision and Dream completed...only with your help,30,76.02,2013,2013,8,7,17902.5
12266,Music,USD,2015-04-16 04:30:00,5620.0,2015-02-26 04:12:20,1.0,failed,1,US,1.0,Undergrad,49,1.0,2015,2015,4,2,10533.8515625
12427,Games,USD,2011-05-29 11:20:53,15000.0,2011-03-30 11:20:53,1373.0,failed,35,US,1373.0,Scroll Ninja,60,39.22857142857143,2011,2011,5,3,4047.95068359375
12507,Film & Video,USD,2014-07-20 04:50:47,50000.0,2014-06-20 04:50:47,361.0,failed,10,US,361.0,Mettle of Honor,30,36.1,2014,2014,7,6,4720.283203125
12610,Film & Video,USD,2011-10-15 04:00:00,3500.0,2011-09-14 19:01:21,270.0,failed,4,US,270.0,The Harbor Story - A Senior Thesis Film,30,67.5,2011,2011,10,9,4303.62158203125
12688,Food,USD,2015-01-07 17:17:17,15000.0,2014-12-08 17:17:17,2841.0,failed,27,US,2841.0,Vintage Grille,30,105.22222222222223,2015,2014,1,12,2727.46630859375
12699,Music,USD,2013-12-10 03:00:00,2200.0,2013-11-01 03:57:57,2501.06,successful,68,US,2501.06,7 Inches & Other Delights - another record about records!,38,36.78029411764706,2013,2013,12,11,5372.900390625
12802,Food,USD,2014-08-22 22:52:58,7346.0,2014-07-23 22:52:58,1115.0,failed,20,US,1115.0,The Lonely Goose Needs A Home,30,55.75,2014,2014,8,7,11293.00390625
12825,Food,CAD,2015-05-25 18:50:41,35000.0,2015-04-20 18:50:41,0.0,failed,0,CA,0.0,Pop. Drop. The most awesome way to party.,35,,2015,2015,5,4,7309.8916015625
12903,Film & Video,USD,2011-08-25 03:12:10,10000.0,2011-05-27 03:12:10,13750.36,successful,180,US,13750.36,KTOWN COWBOYS THE MOVIE,90,76.3908888888889,2011,2011,8,5,2163.29345703125
12927,Music,USD,2011-07-05 08:59:00,8800.0,2011-05-18 02:10:25,8801.0,successful,73,US,8801.0,"""Garage/Punk Legends,The Standells, to Record New Album""",48,120.56164383561644,2011,2011,7,5,12190.5400390625
12981,Technology,USD,2013-06-17 05:11:39,50000.0,2013-05-18 05:11:39,68000.0,successful,517,US,68000.0,The Smart Citizen Kit: Crowdsourced Environmental Monitoring,30,131.52804642166345,2013,2013,6,5,47151.984375
12995,Music,USD,2011-04-06 15:24:06,4000.0,2011-01-05 15:24:06,4210.0,successful,54,US,4210.0,Jealous Creatures -- Debut Album,91,77.96296296296296,2011,2011,4,1,915.4842529296875
13027,Theater,USD,2010-11-24 05:00:00,2000.0,2010-10-15 05:49:39,2000.0,successful,46,US,2000.0,"""Can You Spare for """"On the Square?""""""",39,43.47826086956522,2010,2010,11,10,2364.618408203125
13125,Technology,USD,2015-02-11 03:45:04,11000.0,2014-12-23 03:45:04,295.0,failed,7,US,295.0,Alive Lure - Electronic Fishing Lure with Vibrating Wings!,50,42.142857142857146,2015,2014,2,12,10964.56640625
13145,Games,USD,2014-05-25 11:51:05,7920.0,2014-04-25 11:51:05,231.0,failed,9,US,231.0,All Out Football Card Game,30,25.666666666666668,2014,2014,5,4,3250.930419921875
13230,Technology,USD,2015-04-08 12:22:58,18000.0,2015-03-09 11:22:58,10.0,failed,4,US,10.0,Modern Connect App - Offline Advertising Analytics,30,2.5,2015,2015,4,3,55099.40625
13278,Film & Video,USD,2012-10-23 17:00:00,20000.0,2012-09-25 02:16:54,195.0,failed,5,US,195.0,Kolorado Kid - Final Scene,28,39.0,2012,2012,10,9,18335.341796875
13327,Technology,USD,2015-04-30 00:52:52,6000.0,2015-03-31 00:52:52,50.0,failed,2,US,50.0,LegacyGRAM:  The Future Messaging App!,30,25.0,2015,2015,4,3,-627.9468383789062
13352,Music,USD,2016-01-16 02:31:21,6000.0,2015-12-07 02:31:21,517.0,failed,17,US,517.0,"""Music Video for """"Wild Wild West"""" (Justis 4 All)""",40,30.41176470588235,2016,2015,1,12,11780.0234375
13418,Film & Video,USD,2013-05-22 01:43:21,30000.0,2013-03-31 03:45:46,31580.0,successful,297,US,31580.0,"""""""THE BOYS AT THE BAR"""" a Richard Dutcher film""",51,106.32996632996633,2013,2013,5,3,6052.1455078125
13424,Art,USD,2013-04-06 05:33:25,25000.0,2013-03-07 05:33:25,0.0,failed,0,US,0.0,Digital Mixed Media Art Prints by MobiusTripz,30,,2013,2013,4,3,764.9492797851562
13477,Other,USD,2011-02-15 06:59:16,6000.0,2011-01-16 06:59:16,193.0,failed,6,US,193.0,Para Pulp - iPhone App - Magazine for paranormal junkies!,30,32.166666666666664,2011,2011,2,1,19065.990234375
13546,Film & Video,USD,2011-09-01 04:00:00,20000.0,2011-08-04 06:27:01,915.0,failed,12,US,915.0,Creation Cadets - a futuristic science web series,27,76.25,2011,2011,9,8,2878.0087890625
13598,Publishing,USD,2013-06-21 01:35:09,1750.0,2013-05-22 01:35:09,1790.0,successful,24,US,1790.0,Stacie's Cookbook Project,30,74.58333333333333,2013,2013,6,5,2662.777587890625
13656,Games,USD,2012-08-29 19:47:44,35000.0,2012-07-30 19:47:44,1.0,failed,1,US,1.0,Wild Boar Hunter 3D,30,1.0,2012,2012,8,7,13663.02734375
13787,Film & Video,USD,2011-06-09 03:00:00,3000.0,2011-05-08 00:26:33,3067.0,successful,19,US,3067.0,2nd Annual Sound Unseen International Duluth (SUID),32,161.42105263157896,2011,2011,6,5,8221.58203125
13788,Music,Other,2016-01-02 20:48:59,6000.0,2015-11-03 20:48:59,0.0,failed,0,Other,0.0,George the song,60,,2016,2015,1,11,-146.08753967285156
13793,Art,Other,2014-08-06 07:41:33,350.0,2014-07-08 07:41:33,356.03,successful,24,Other,333.0452158832,Goat,29,13.876883995133333,2014,2014,8,7,235.86410522460938
13836,Film & Video,USD,2012-06-17 01:38:19,3752.0,2012-05-18 01:38:19,4188.01,successful,69,US,4188.01,Rock N Roller Remote Controller Ep. 5,30,60.69579710144928,2012,2012,6,5,5954.7353515625
13914,Design,USD,2014-09-22 05:59:00,1000.0,2014-08-21 18:04:05,1651.0,successful,106,US,1651.0,Primer Projects: Fight Crime,31,15.575471698113208,2014,2014,9,8,10479.3701171875
14050,Technology,USD,2015-03-25 16:57:26,2000.0,2015-02-23 17:57:26,2000.0,successful,11,US,2000.0,Peelable Automotive Paint,29,181.8181818181818,2015,2015,3,2,5463.6611328125
14080,Technology,USD,2012-10-29 18:13:41,8000.0,2012-09-19 19:13:41,8032.23,successful,140,US,8032.23,Teton Cougar Project,39,57.37307142857143,2012,2012,10,9,18209.908203125
14111,Food,EUR,2016-02-23 17:07:41,1500.0,2016-01-24 17:07:41,780.0,failed,16,Other,842.2061934,Barbell Butcher Beef Jerky from Amsterdam / Holland,30,52.6378870875,2016,2016,2,1,1636.39501953125
14216,Music,USD,2012-03-22 20:14:25,10000.0,2012-02-06 21:14:25,1815.0,failed,22,US,1815.0,Punk Is Dead needs your help to record an album!,44,82.5,2012,2012,3,2,1655.3631591796875
14248,Technology,USD,2014-08-13 09:15:08,15000.0,2014-07-23 09:15:08,10001.0,failed,80,US,10001.0,Pi-Home controls home with Raspberry pi,21,125.0125,2014,2014,8,7,10647.3466796875
14264,Games,USD,2013-09-06 02:01:40,10000.0,2013-08-07 02:01:40,10411.0,successful,271,US,10411.0,Neptune,30,38.4169741697417,2013,2013,9,8,5782.77490234375
14383,Art,USD,2012-04-04 16:51:20,2500.0,2012-02-19 16:51:20,50.0,failed,1,US,50.0,Coin Purse Theatre Presents Othello,45,50.0,2012,2012,4,2,6869.29248046875
14439,Games,USD,2016-03-02 18:14:43,5000.0,2016-02-01 18:14:43,10515.0,successful,67,US,10515.0,AETHERIUM: HOUSE IKARU,30,156.9402985074627,2016,2016,3,2,4679.92578125
14450,Art,EUR,2015-12-29 23:52:09,5000.0,2015-11-14 23:52:09,223.0,failed,13,Other,240.64791449,TheNameCloud,45,18.511378037692307,2015,2015,12,11,8318.25390625
14478,Fashion,USD,2014-06-04 05:50:55,500.0,2014-05-15 05:50:55,0.0,failed,0,US,0.0,Crooked Addiction,20,,2014,2014,6,5,2011.26318359375
14494,Film & Video,USD,2013-12-12 02:13:12,29999.0,2013-11-12 02:13:12,31399.1,successful,735,US,31399.1,Torrey Pines: An animated film about Schizophrenia,30,42.71986394557823,2013,2013,12,11,17692.64453125
14507,Film & Video,USD,2010-09-27 01:38:28,5000.0,2010-08-17 01:38:28,5000.0,successful,14,US,5000.0,Fetch - Short Film,41,357.14285714285717,2010,2010,9,8,2718.625
14573,Publishing,USD,2013-05-16 07:00:00,1000.0,2013-04-11 23:05:06,379.0,failed,19,US,379.0,Launching our book series - Trials of Darkness,34,19.94736842105263,2013,2013,5,4,8699.337890625
14644,Publishing,USD,2014-01-06 02:49:20,10000.0,2013-12-07 02:49:20,0.0,failed,0,US,0.0,Ball Baby A Novel by Gabriel Bush,30,,2014,2013,1,12,2438.386962890625
14697,Music,USD,2012-11-16 00:55:13,8000.0,2012-10-19 00:55:13,8814.01,successful,170,US,8814.01,"""""""Oh My My""""   The Kepple Band   Album Release""",28,51.84711764705882,2012,2012,11,10,3119.46435546875
14721,Publishing,USD,2014-12-11 03:04:17,6800.0,2014-11-11 03:04:17,0.0,failed,0,US,0.0,"""Mobile memorabilia, the Kurt Cobain Memorial Bench""",30,,2014,2014,12,11,5494.44873046875
14837,Film & Video,USD,2016-09-16 04:38:44,5000.0,2016-08-17 04:38:44,5493.0,successful,44,US,74.0,Kiskadee's Shadow,30,1.6818181818181819,2016,2016,9,8,3255.370361328125
14852,Fashion,USD,2016-10-01 19:32:00,3000.0,2016-08-27 01:57:43,100.0,failed,1,US,0.0,GEORGE EUGENE SKINCARE,35,0.0,2016,2016,10,8,5226.41064453125
14871,Music,USD,2013-01-13 22:25:30,750.0,2012-12-14 22:25:30,146.0,failed,8,US,146.0,So Fucking Gold - Full Length Self Titled Rap Release,30,18.25,2013,2012,1,12,3287.45947265625
15056,Theater,USD,2012-02-11 00:35:00,2500.0,2012-01-10 21:44:31,655.0,failed,19,US,655.0,The Factory That Makes Devils,31,34.473684210526315,2012,2012,2,1,5987.5986328125
15091,Photography,USD,2011-03-12 05:59:00,5500.0,2011-02-09 15:33:14,5688.0,successful,75,US,5688.0,Stateless Rohingya Refugees of Burma,30,75.84,2011,2011,3,2,3589.814453125
15108,Film & Video,USD,2012-09-22 22:16:49,7500.0,2012-08-23 22:16:49,7555.0,successful,29,US,7555.0,Encounter,30,260.51724137931035,2012,2012,9,8,3789.32421875
15162,Design,USD,2012-09-09 21:11:47,85000.0,2012-08-10 21:11:47,1.0,failed,1,US,1.0,The haunted calendar and DVD,30,1.0,2012,2012,9,8,6837.69775390625
15217,Art,USD,2011-06-23 23:00:00,750.0,2011-05-25 18:39:04,790.0,successful,14,US,790.0,Chicago Story Collective's Summer Lovin',29,56.42857142857143,2011,2011,6,5,19727.373046875
15285,Photography,USD,2015-07-20 23:42:00,5820.0,2015-06-29 17:54:44,0.0,failed,0,US,0.0,TruetoArtScans for High Resolution Digital files and Prints,21,,2015,2015,7,6,3101.737548828125
15416,Publishing,CAD,2014-09-08 05:59:00,30000.0,2014-08-12 19:28:28,0.0,failed,0,CA,0.0,Notice My Book (help support),26,,2014,2014,9,8,2291.924560546875
15518,Theater,USD,2011-10-08 01:21:35,3500.0,2011-09-10 01:21:35,3685.0,successful,63,US,3685.0,Baltimore Annex Theater's First Full Season,28,58.492063492063494,2011,2011,10,9,21105.83203125
15531,Art,GBP,2014-02-16 22:18:29,35.0,2014-01-17 22:18:29,107.0,successful,12,GB,175.16632629,Illustrated Mystical Greeting Cards!,30,14.5971938575,2014,2014,2,1,2927.546630859375
15563,Food,USD,2012-03-01 11:00:33,22000.0,2012-01-31 11:00:33,25.0,failed,1,US,25.0,The Muse-ik Project,30,25.0,2012,2012,3,1,9912.3876953125
15698,Fashion,USD,2012-07-22 04:40:56,3500.0,2012-06-22 04:40:56,10.0,failed,2,US,10.0,Keeping the Music Alive: Using Music in Fashion,30,5.0,2012,2012,7,6,2173.728271484375
15760,Music,USD,2011-06-06 19:02:49,2500.0,2011-05-23 19:02:49,760.0,failed,10,US,760.0,BRANDON NATHANIEL-Be a part of my new album!,14,76.0,2011,2011,6,5,8055.658203125
15801,Music,USD,2013-05-14 01:59:00,3000.0,2013-04-02 04:50:42,0.0,failed,0,US,0.0,"""""""Spread Our Wings"""" Studio Recording Sessions! Debut Album!""",41,,2013,2013,5,4,6681.904296875
15877,Other,CAD,2016-05-27 01:21:00,1500.0,2016-04-26 22:42:43,1946.0,successful,42,CA,1534.5381492,Unique Canadian Wooden Pens and Razors,30,36.5366226,2016,2016,5,4,763.0509033203125
15980,Food,USD,2016-11-04 04:59:00,10000.0,2016-10-04 16:22:26,11076.0,successful,69,US,1930.0,"""8-Bit Donuts: Gourmet Donuts, Coffee, and 80s Arcade Games!""",30,27.971014492753625,2016,2016,11,10,13049.48046875
15994,Food,USD,2014-05-23 15:38:59,10000.0,2014-04-23 15:38:59,2698.0,failed,91,US,2698.0,SmartLoaf: World's first ZEROCARB bread mix,30,29.64835164835165,2014,2014,5,4,23358.78125
16088,Art,USD,2015-06-18 21:23:11,15000.0,2015-05-19 21:23:11,3245.0,failed,23,US,3245.0,Whale & Anchor Tattoo Shop,30,141.08695652173913,2015,2015,6,5,1730.1961669921875
16119,Film & Video,USD,2013-08-23 23:00:00,15000.0,2013-07-24 06:14:41,17170.0,successful,168,US,17170.0,THE AFFAIR - The Movie,30,102.20238095238095,2013,2013,8,7,7345.08984375
16136,Publishing,USD,2012-10-18 00:25:29,3000.0,2012-09-18 00:25:29,3160.0,successful,34,US,3160.0,Motorsport Illustrated News - weekly auto racing magazine,30,92.94117647058823,2012,2012,10,9,2778.482421875
16141,Other,USD,2015-11-04 22:00:00,1500.0,2015-10-09 16:53:04,8463.0,successful,406,US,8463.0,Cthulhu Christmas Greeting Cards,26,20.844827586206897,2015,2015,11,10,1657.586181640625
